logCPM	sex
4.914738624	"meanmale"
-0.235429928666667	"meanmale"
2.280164202	"meanmale"
-0.530591295333333	"meanmale"
4.670460455	"meanmale"
5.99361128933333	"meanmale"
5.44671586633333	"meanmale"
3.38950104866667	"meanmale"
0.186041334666667	"meanmale"
-0.236097482666667	"meanmale"
0.434144649	"meanmale"
0.0420336653333333	"meanmale"
-0.409215951	"meanmale"
-2.84187526966667	"meanmale"
4.18452227933333	"meanmale"
1.719957694	"meanmale"
2.80362885333333	"meanmale"
4.143022436	"meanmale"
5.03417117733333	"meanmale"
0.578167642333333	"meanmale"
0.144706704666667	"meanmale"
-3.00740641733333	"meanmale"
4.01202418666667	"meanmale"
2.79064479133333	"meanmale"
-3.30345172333333	"meanmale"
2.810622769	"meanmale"
-1.153955601	"meanmale"
0.898485507333333	"meanmale"
1.50963779533333	"meanmale"
-0.419951187333333	"meanmale"
-0.526669310666667	"meanmale"
4.96349401133333	"meanmale"
-0.097430874	"meanmale"
5.044247382	"meanmale"
0.596154954333333	"meanmale"
3.24045665166667	"meanmale"
3.27278559633333	"meanmale"
5.668354093	"meanmale"
1.67204534366667	"meanmale"
3.22436527866667	"meanmale"
4.374973877	"meanmale"
1.52542641466667	"meanmale"
3.42070859933333	"meanmale"
1.36744959166667	"meanmale"
4.47877767766667	"meanmale"
3.05753832133333	"meanmale"
6.03635079666667	"meanmale"
-1.60904366266667	"meanmale"
3.053422669	"meanmale"
2.729729218	"meanmale"
1.37089927766667	"meanmale"
2.42198296033333	"meanmale"
5.243527687	"meanmale"
2.18183870333333	"meanmale"
2.66326788866667	"meanmale"
1.28730655366667	"meanmale"
1.29227035733333	"meanmale"
2.32210872333333	"meanmale"
4.35240132733333	"meanmale"
3.02895782266667	"meanmale"
3.18789321333333	"meanmale"
4.12070481133333	"meanmale"
3.62991823933333	"meanmale"
2.09666449333333	"meanmale"
1.39212261033333	"meanmale"
2.33816919	"meanmale"
0.441145141333333	"meanmale"
1.04087940333333	"meanmale"
1.56583900033333	"meanmale"
1.022319082	"meanmale"
5.44552831733333	"meanmale"
5.85491574566667	"meanmale"
4.99565449733333	"meanmale"
1.05825866566667	"meanmale"
1.58748962333333	"meanmale"
3.73660202366667	"meanmale"
5.78316879833333	"meanmale"
4.203708145	"meanmale"
1.33927802366667	"meanmale"
0.615714999	"meanmale"
4.149328634	"meanmale"
3.39324583366667	"meanmale"
5.22798942033333	"meanmale"
-2.962789194	"meanmale"
5.21710540066667	"meanmale"
6.62551493166667	"meanmale"
1.35134049433333	"meanmale"
2.97291336533333	"meanmale"
3.17158172066667	"meanmale"
1.927145012	"meanmale"
1.17763605733333	"meanmale"
3.85410717533333	"meanmale"
2.023406931	"meanmale"
3.597778586	"meanmale"
3.25871606	"meanmale"
1.410265572	"meanmale"
4.01870736033333	"meanmale"
5.17093679666667	"meanmale"
2.50758151733333	"meanmale"
3.87708127966667	"meanmale"
0.222312779	"meanmale"
5.631918701	"meanmale"
4.153274455	"meanmale"
-0.0367238563333333	"meanmale"
2.92827475233333	"meanmale"
2.94307855266667	"meanmale"
1.18229658133333	"meanmale"
-1.883541445	"meanmale"
3.47785646233333	"meanmale"
