log2RPKM	sex	bias
1.4609528976	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
-1.4521547828	"meanmale"	"female"
0.1096476252	"meanmale"	"female"
-0.3102894098	"meanmale"	"female"
-0.3873392378	"meanmale"	"female"
0.328046307	"meanmale"	"female"
0.1238574692	"meanmale"	"female"
-0.0811214282	"meanmale"	"female"
5.594141536	"meanmale"	"female"
0.4326814332	"meanmale"	"female"
-0.8879671366	"meanmale"	"female"
-1.0209295776	"meanmale"	"female"
1.4053279076	"meanmale"	"female"
2.1386254268	"meanmale"	"female"
2.6673459796	"meanmale"	"female"
-1.2613535314	"meanmale"	"female"
4.4149778182	"meanmale"	"female"
NA	"meanmale"	"female"
1.671271283	"meanmale"	"female"
NA	"meanmale"	"female"
-0.1076994086	"meanmale"	"female"
-2.4184637806	"meanmale"	"female"
-1.946325184	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
4.8198036968	"meanmale"	"female"
NA	"meanmale"	"female"
-1.1867563866	"meanmale"	"female"
4.3052168512	"meanmale"	"female"
NA	"meanmale"	"female"
5.5049271276	"meanmale"	"female"
NA	"meanmale"	"female"
4.0203233722	"meanmale"	"female"
-2.5409414872	"meanmale"	"female"
3.6058134166	"meanmale"	"female"
3.6447209938	"meanmale"	"female"
-1.3519228282	"meanmale"	"female"
1.117907201	"meanmale"	"female"
NA	"meanmale"	"female"
5.5762116718	"meanmale"	"female"
0.8803037228	"meanmale"	"female"
5.08841509	"meanmale"	"female"
NA	"meanmale"	"female"
6.1652156838	"meanmale"	"female"
-0.3803257842	"meanmale"	"female"
NA	"meanmale"	"female"
2.9765401434	"meanmale"	"female"
-1.0967317376	"meanmale"	"female"
0.2703231896	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
1.025521343	"meanmale"	"female"
-0.8555668746	"meanmale"	"female"
1.0176034456	"meanmale"	"female"
-1.989790991	"meanmale"	"female"
NA	"meanmale"	"female"
5.5255407194	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
-0.5205701664	"meanmale"	"female"
1.2981912522	"meanmale"	"female"
3.3597705922	"meanmale"	"female"
4.9814197036	"meanmale"	"female"
NA	"meanmale"	"female"
0.3301342418	"meanmale"	"female"
4.2945401094	"meanmale"	"female"
3.9562327538	"meanmale"	"female"
2.5072243106	"meanmale"	"female"
1.8809376206	"meanmale"	"female"
1.7767977326	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
-0.5843091116	"meanmale"	"female"
-0.8653363762	"meanmale"	"female"
2.3719041096	"meanmale"	"female"
1.8642135292	"meanmale"	"female"
3.7984516282	"meanmale"	"female"
1.1372335636	"meanmale"	"female"
NA	"meanmale"	"female"
3.3680229762	"meanmale"	"female"
NA	"meanmale"	"female"
2.4223903992	"meanmale"	"female"
1.7758806228	"meanmale"	"female"
4.3722433042	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
-1.3295877882	"meanmale"	"female"
2.9199156884	"meanmale"	"female"
NA	"meanmale"	"female"
-1.9745995792	"meanmale"	"female"
3.9159600648	"meanmale"	"female"
3.5349363004	"meanmale"	"female"
3.142916498	"meanmale"	"female"
NA	"meanmale"	"female"
2.7603486212	"meanmale"	"female"
-2.2722887678	"meanmale"	"female"
-1.8079284344	"meanmale"	"female"
0.9592571088	"meanmale"	"female"
-3.6317993194	"meanmale"	"female"
3.3265692914	"meanmale"	"female"
NA	"meanmale"	"female"
-2.954236712	"meanmale"	"female"
3.6586478532	"meanmale"	"female"
-0.5516377796	"meanmale"	"female"
3.3101971932	"meanmale"	"female"
-0.3060438306	"meanmale"	"female"
-1.4892346612	"meanmale"	"female"
-2.1894853844	"meanmale"	"female"
4.3270143562	"meanmale"	"female"
-2.1460918412	"meanmale"	"female"
5.93920533	"meanmale"	"female"
1.6490892648	"meanmale"	"female"
7.3042881492	"meanmale"	"female"
1.892049698	"meanmale"	"female"
-2.124084628	"meanmale"	"female"
-0.015484953	"meanmale"	"female"
2.6977119814	"meanmale"	"female"
NA	"meanmale"	"female"
-1.8925442618	"meanmale"	"female"
0.678292777	"meanmale"	"female"
1.6295891682	"meanmale"	"female"
1.806898108	"meanmale"	"female"
2.892945984	"meanmale"	"female"
4.7082058408	"meanmale"	"female"
1.0013924174	"meanmale"	"female"
3.410137775	"meanmale"	"female"
-1.3400072792	"meanmale"	"female"
4.0600958272	"meanmale"	"female"
6.235254416	"meanmale"	"female"
NA	"meanmale"	"female"
6.5530307468	"meanmale"	"female"
-0.6464400152	"meanmale"	"female"
1.332270028	"meanmale"	"female"
4.1321382302	"meanmale"	"female"
NA	"meanmale"	"female"
2.6309252874	"meanmale"	"female"
-2.3997450818	"meanmale"	"female"
3.4185525798	"meanmale"	"female"
2.1521220424	"meanmale"	"female"
NA	"meanmale"	"female"
0.1878694356	"meanmale"	"female"
NA	"meanmale"	"female"
3.4382730182	"meanmale"	"female"
NA	"meanmale"	"female"
0.1848156344	"meanmale"	"female"
6.3620474034	"meanmale"	"female"
2.7576496796	"meanmale"	"female"
0.1531418118	"meanmale"	"female"
2.1288989416	"meanmale"	"female"
0.0305994634	"meanmale"	"female"
-2.2084443086	"meanmale"	"female"
-0.8581373194	"meanmale"	"female"
NA	"meanmale"	"female"
4.131348339	"meanmale"	"female"
-2.0367479796	"meanmale"	"female"
-0.2717885254	"meanmale"	"female"
-2.2483405568	"meanmale"	"female"
-1.0456231362	"meanmale"	"female"
NA	"meanmale"	"female"
3.4126604004	"meanmale"	"female"
1.0122870566	"meanmale"	"female"
0.457215894	"meanmale"	"female"
NA	"meanmale"	"female"
0.1359296972	"meanmale"	"female"
1.1920364612	"meanmale"	"female"
1.2295988734	"meanmale"	"female"
-0.5251233552	"meanmale"	"female"
NA	"meanmale"	"female"
-1.134153384	"meanmale"	"female"
3.0584470392	"meanmale"	"female"
5.5193873924	"meanmale"	"female"
NA	"meanmale"	"female"
5.6709418036	"meanmale"	"female"
NA	"meanmale"	"female"
2.486767281	"meanmale"	"female"
4.5563262904	"meanmale"	"female"
2.4770269414	"meanmale"	"female"
NA	"meanmale"	"female"
0.5725230396	"meanmale"	"female"
5.197945529	"meanmale"	"female"
4.7438405146	"meanmale"	"female"
NA	"meanmale"	"female"
4.0708056292	"meanmale"	"female"
NA	"meanmale"	"female"
-0.5911547636	"meanmale"	"female"
1.0872071342	"meanmale"	"female"
NA	"meanmale"	"female"
NA	"meanmale"	"female"
1.084023735	"meanmale"	"female"
4.9883384108	"meanmale"	"female"
3.94157915	"meanmale"	"female"
3.7315799418	"meanmale"	"female"
-1.0707992076	"meanmale"	"female"
6.0957986222	"meanmale"	"female"
4.622630001	"meanmale"	"female"
5.638880791	"meanmale"	"female"
3.3390901364	"meanmale"	"female"
1.1730489744	"meanmale"	"female"
3.1416392026	"meanmale"	"female"
-0.673267755	"meanmale"	"female"
NA	"meanmale"	"female"
1.7925652264	"meanmale"	"female"
2.2429269358	"meanmale"	"female"
1.2121365008	"meanmale"	"female"
0.00327073600000001	"meanmale"	"female"
1.3863072636	"meanmale"	"female"
0.4617482724	"meanmale"	"female"
