log2RPKM	Sex	Bias
0.478319585	meanmale	unbias
0.573855315	meanmale	unbias
1.633678466	meanmale	unbias
1.932699803	meanmale	unbias
NA	meanmale	unbias
0.358197516	meanmale	unbias
0.207535129	meanmale	unbias
1.074125354	meanmale	unbias
0.393730972	meanmale	unbias
0.332693752	meanmale	unbias
0.669143623	meanmale	unbias
0.17097518	meanmale	unbias
2.372096355	meanmale	unbias
1.931089267	meanmale	unbias
NA	meanmale	unbias
0.381328759	meanmale	unbias
0.857684138	meanmale	unbias
0.414682761	meanmale	unbias
0.450151223	meanmale	unbias
0.960851499	meanmale	unbias
0.851542864	meanmale	unbias
2.152966505	meanmale	unbias
0.360386328	meanmale	unbias
0.34033058	meanmale	unbias
0.921493163	meanmale	unbias
1.78848937	meanmale	unbias
1.000168157	meanmale	unbias
0.12834609	meanmale	unbias
0.700406593	meanmale	unbias
0.833653722	meanmale	unbias
0.65063544	meanmale	unbias
0.833930439	meanmale	unbias
1.033506167	meanmale	unbias
2.141219552	meanmale	unbias
1.087271566	meanmale	unbias
0.427183088	meanmale	unbias
1.745027112	meanmale	unbias
1.085285551	meanmale	unbias
2.03739251	meanmale	unbias
2.038464252	meanmale	unbias
0.531237247	meanmale	unbias
1.082946924	meanmale	unbias
0.030679899	meanmale	unbias
1.568158934	meanmale	unbias
0.543557888	meanmale	unbias
0.540266461	meanmale	unbias
NA	meanmale	unbias
1.55889354	meanmale	unbias
1.159710304	meanmale	unbias
1.413122856	meanmale	unbias
2.055395372	meanmale	unbias
0.552526355	meanmale	unbias
1.48060941	meanmale	unbias
0.716918356	meanmale	unbias
0.534108517	meanmale	unbias
1.371514991	meanmale	unbias
-0.571886231	meanmale	unbias
1.09961715	meanmale	unbias
0.603264341	meanmale	unbias
0.595694695	meanmale	unbias
2.36331608	meanmale	unbias
2.023537727	meanmale	unbias
0.505555477	meanmale	unbias
0.051703862	meanmale	unbias
2.057677879	meanmale	unbias
-0.092633971	meanmale	unbias
1.07321795	meanmale	unbias
0.759161716	meanmale	unbias
-0.459123569	meanmale	unbias
-0.28193309	meanmale	unbias
1.373745229	meanmale	unbias
2.194334337	meanmale	unbias
1.123602203	meanmale	unbias
0.172809808	meanmale	unbias
0.125216412	meanmale	unbias
0.623815567	meanmale	unbias
0.71023326	meanmale	unbias
0.637398793	meanmale	unbias
2.082780189	meanmale	unbias
2.27624722	meanmale	unbias
0.895385959	meanmale	unbias
0.845978867	meanmale	unbias
0.687559999	meanmale	unbias
2.403212564	meanmale	unbias
0.634449235	meanmale	unbias
1.871303831	meanmale	unbias
0.349680596	meanmale	unbias
0.521924299	meanmale	unbias
1.622634881	meanmale	unbias
2.165488066	meanmale	unbias
0.757049838	meanmale	unbias
0.465519957	meanmale	unbias
0.517853519	meanmale	unbias
0.732312414	meanmale	unbias
1.976025793	meanmale	unbias
0.206857716	meanmale	unbias
1.922020116	meanmale	unbias
1.192383313	meanmale	unbias
NA	meanmale	unbias
0.736805036	meanmale	unbias
0.223203856	meanmale	unbias
1.628125398	meanmale	unbias
0.145790132	meanmale	unbias
2.078716781	meanmale	unbias
0.449846544	meanmale	unbias
0.008899197	meanmale	unbias
2.025608579	meanmale	unbias
0.821177399	meanmale	unbias
1.894115278	meanmale	unbias
1.069778409	meanmale	unbias
0.090078909	meanmale	unbias
0.306226981	meanmale	unbias
1.201540184	meanmale	unbias
0.316455255	meanmale	unbias
0.201006483	meanmale	unbias
0.543317686	meanmale	unbias
0.872669116	meanmale	unbias
0.444576533	meanmale	unbias
1.137897297	meanmale	unbias
0.390554427	meanmale	unbias
1.525626917	meanmale	unbias
0.950099505	meanmale	unbias
1.340210059	meanmale	unbias
-0.208804971	meanmale	unbias
0.108748631	meanmale	unbias
-0.171247464	meanmale	unbias
-0.29187622	meanmale	unbias
1.76131621	meanmale	unbias
0.663818674	meanmale	unbias
NA	meanmale	unbias
0.290916236	meanmale	unbias
1.344117035	meanmale	unbias
-0.059337843	meanmale	unbias
0.482886916	meanmale	unbias
1.864134257	meanmale	unbias
0.062965846	meanmale	unbias
0.675573607	meanmale	unbias
0.903185326	meanmale	unbias
0.104121006	meanmale	unbias
0.983433303	meanmale	unbias
0.574705197	meanmale	unbias
0.86622744	meanmale	unbias
0.41517591	meanmale	unbias
0.391067417	meanmale	unbias
0.18488582	meanmale	unbias
1.135926699	meanmale	unbias
1.430708893	meanmale	unbias
0.377335007	meanmale	unbias
0.356308404	meanmale	unbias
0.442609231	meanmale	unbias
0.839361865	meanmale	unbias
0.329934132	meanmale	unbias
0.48804014	meanmale	unbias
0.794190302	meanmale	unbias
0.313215486	meanmale	unbias
1.230339506	meanmale	unbias
1.266181251	meanmale	unbias
0.335305391	meanmale	unbias
1.270451393	meanmale	unbias
-0.012202342	meanmale	unbias
0.589535224	meanmale	unbias
1.36672987	meanmale	unbias
1.729384982	meanmale	unbias
1.546130005	meanmale	unbias
0.584206153	meanmale	unbias
-0.003965148	meanmale	unbias
2.229402176	meanmale	unbias
1.742154991	meanmale	unbias
2.580075206	meanmale	unbias
1.303134405	meanmale	unbias
0.573666953	meanmale	unbias
0.164566454	meanmale	unbias
0.919286719	meanmale	unbias
NA	meanmale	unbias
1.027287291	meanmale	unbias
-0.064814696	meanmale	unbias
0.256364652	meanmale	unbias
0.901766449	meanmale	unbias
2.341092665	meanmale	unbias
0.066972935	meanmale	unbias
1.099939972	meanmale	unbias
0.946777526	meanmale	unbias
0.551105714	meanmale	unbias
1.134444207	meanmale	unbias
1.258977734	meanmale	unbias
2.040315896	meanmale	unbias
1.182899653	meanmale	unbias
1.316534351	meanmale	unbias
1.162046388	meanmale	unbias
-0.136143068	meanmale	unbias
0.159121244	meanmale	unbias
0.01797253	meanmale	unbias
0.451773109	meanmale	unbias
1.45199069	meanmale	unbias
0.560405653	meanmale	unbias
0.289788209	meanmale	unbias
0.098718844	meanmale	unbias
1.846365627	meanmale	unbias
1.494235601	meanmale	unbias
0.027748308	meanmale	unbias
0.262818045	meanmale	unbias
0.469766272	meanmale	unbias
0.76075592	meanmale	unbias
1.4305537	meanmale	unbias
0.402404809	meanmale	unbias
2.439490369	meanmale	unbias
0.253834869	meanmale	unbias
0.797418109	meanmale	unbias
0.186678368	meanmale	unbias
0.555114373	meanmale	unbias
-0.242744603	meanmale	unbias
1.181655726	meanmale	unbias
0.693535518	meanmale	unbias
0.521602401	meanmale	unbias
0.010840251	meanmale	unbias
1.61294732	meanmale	unbias
2.0460354	meanmale	unbias
0.679191283	meanmale	unbias
-0.147641229	meanmale	unbias
1.094816595	meanmale	unbias
0.788524489	meanmale	unbias
0.558446025	meanmale	unbias
0.519592503	meanmale	unbias
0.031073692	meanmale	unbias
0.221098932	meanmale	unbias
0.392016555	meanmale	unbias
2.935383753	meanmale	unbias
0.336048738	meanmale	unbias
0.362687412	meanmale	unbias
1.155191756	meanmale	unbias
1.20602476	meanmale	unbias
0.140908912	meanmale	unbias
0.589193386	meanmale	unbias
1.50759393	meanmale	unbias
2.536980236	meanmale	unbias
1.989664606	meanmale	unbias
2.077521124	meanmale	unbias
1.427854548	meanmale	unbias
0.36710331	meanmale	unbias
1.193537137	meanmale	unbias
-0.130017726	meanmale	unbias
0.474133248	meanmale	unbias
-0.208311315	meanmale	unbias
1.628977093	meanmale	unbias
0.574844524	meanmale	unbias
1.556371972	meanmale	unbias
2.193778699	meanmale	unbias
0.690787968	meanmale	unbias
0.285392734	meanmale	unbias
1.461256323	meanmale	unbias
2.099311654	meanmale	unbias
-0.093838609	meanmale	unbias
1.558912586	meanmale	unbias
1.853869544	meanmale	unbias
0.33764486	meanmale	unbias
NA	meanmale	unbias
0.207481643	meanmale	unbias
0.437150733	meanmale	unbias
0.389081393	meanmale	unbias
0.70606712	meanmale	unbias
0.681742169	meanmale	unbias
0.702661965	meanmale	unbias
-0.098620155	meanmale	unbias
2.144324209	meanmale	unbias
0.839736713	meanmale	unbias
0.139785668	meanmale	unbias
1.39811182	meanmale	unbias
NA	meanmale	unbias
0.921258922	meanmale	unbias
1.809238356	meanmale	unbias
0.961688668	meanmale	unbias
1.025825859	meanmale	unbias
0.886853304	meanmale	unbias
-0.229983881	meanmale	unbias
0.664656433	meanmale	unbias
1.877571504	meanmale	unbias
0.873768221	meanmale	unbias
0.927109624	meanmale	unbias
0.42397208	meanmale	unbias
2.413525036	meanmale	unbias
0.110320643	meanmale	unbias
0.795476197	meanmale	unbias
0.367164284	meanmale	unbias
-0.026241297	meanmale	unbias
0.063568538	meanmale	unbias
0.320208585	meanmale	unbias
1.991337305	meanmale	unbias
-0.043722763	meanmale	unbias
2.482608731	meanmale	unbias
0.509419491	meanmale	unbias
1.452752986	meanmale	unbias
-0.086346772	meanmale	unbias
0.836701635	meanmale	unbias
0.912066588	meanmale	unbias
1.759834334	meanmale	unbias
-0.001067613	meanmale	unbias
1.072150713	meanmale	unbias
0.695684275	meanmale	unbias
0.846445365	meanmale	unbias
2.338279367	meanmale	unbias
1.517284055	meanmale	unbias
1.733086889	meanmale	unbias
2.04888971	meanmale	unbias
1.089835578	meanmale	unbias
0.188606468	meanmale	unbias
1.126397671	meanmale	unbias
-0.345493016	meanmale	unbias
1.697733524	meanmale	unbias
1.358069398	meanmale	unbias
-0.157295078	meanmale	unbias
0.551964388	meanmale	unbias
0.56976336	meanmale	unbias
0.993975305	meanmale	unbias
1.409472297	meanmale	unbias
0.380119364	meanmale	unbias
0.646935971	meanmale	unbias
1.637071343	meanmale	unbias
-0.408627524	meanmale	unbias
0.227180319	meanmale	unbias
1.105969959	meanmale	unbias
0.505410581	meanmale	unbias
2.067865555	meanmale	unbias
0.890215132	meanmale	unbias
0.317166283	meanmale	unbias
1.760648913	meanmale	unbias
0.803125788	meanmale	unbias
2.574605384	meanmale	unbias
0.162129514	meanmale	unbias
-0.153052735	meanmale	unbias
1.102518568	meanmale	unbias
0.672075571	meanmale	unbias
0.532130019	meanmale	unbias
2.303507617	meanmale	unbias
1.639453064	meanmale	unbias
2.169009404	meanmale	unbias
1.195888755	meanmale	unbias
0.743442572	meanmale	unbias
1.887354055	meanmale	unbias
1.584006848	meanmale	unbias
1.094540117	meanmale	unbias
2.152797424	meanmale	unbias
1.779843577	meanmale	unbias
0.499783818	meanmale	unbias
0.984623314	meanmale	unbias
0.722820931	meanmale	unbias
0.738381782	meanmale	unbias
0.762559702	meanmale	unbias
0.799554137	meanmale	unbias
1.409289101	meanmale	unbias
2.302210671	meanmale	unbias
0.708437323	meanmale	unbias
1.059239533	meanmale	unbias
0.350355778	meanmale	unbias
1.69431713	meanmale	unbias
0.736310037	meanmale	unbias
0.307744282	meanmale	unbias
0.951681259	meanmale	unbias
1.270814998	meanmale	unbias
1.310814702	meanmale	unbias
1.412296266	meanmale	unbias
-0.125411848	meanmale	unbias
1.810001569	meanmale	unbias
1.170282811	meanmale	unbias
0.965122905	meanmale	unbias
0.405824184	meanmale	unbias
1.716562007	meanmale	unbias
1.515183766	meanmale	unbias
1.216470943	meanmale	unbias
0.06165662	meanmale	unbias
0.963102957	meanmale	unbias
0.673295911	meanmale	unbias
1.698186008	meanmale	unbias
-0.149825344	meanmale	unbias
1.071288875	meanmale	unbias
1.579885357	meanmale	unbias
0.070507052	meanmale	unbias
2.394326948	meanmale	unbias
1.023017826	meanmale	unbias
1.987059631	meanmale	unbias
0.539069916	meanmale	unbias
1.453736699	meanmale	unbias
1.802611648	meanmale	unbias
1.080393898	meanmale	unbias
2.090567159	meanmale	unbias
2.148360606	meanmale	unbias
2.413311394	meanmale	unbias
0.463595949	meanmale	unbias
0.592073784	meanmale	unbias
0.192353737	meanmale	unbias
0.073925311	meanmale	unbias
0.868368079	meanmale	unbias
0.253922302	meanmale	unbias
-0.080984313	meanmale	unbias
-0.296194736	meanmale	unbias
0.773170985	meanmale	unbias
1.266056681	meanmale	unbias
0.571919035	meanmale	unbias
0.747487449	meanmale	unbias
